,text,Adults,Chickenpox vaccines,Diphtheria,General immunization,HPV vaccines,Hepatitis A vaccine,Hepatitis B vaccine,Immunization records,Infants & young children,Influenza vaccines,Measles,Meningococcal vaccines,Other,Pneumococcal vaccines,Pregnancy,Rotavirus Vaccines,School-age children & teens,Shingles vaccines,TB skin test,Travel vaccines,Vaccine Schedules,Vaccine ingredients,Vaccine safety,Where to get immunized,mumps and rubella vaccines,tetanus and pertussis vaccines
18,"Can you please advise the brand names / DIN nbrs of the pneumococcal disease vaccinations, so I can contact to confirm if we are covered under our health plan. Thank you.
",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,"My son had chicken pox when he was young. Is there a test provided to confirm immunity to virus? He requires this for U.S. college.
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"My child's immunizations are up-to-date. They are entering kindergarten in September. Do I need to get them 4-6 year immunization prior to entering Kindergarten ?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"I am care taker for my 14 year old grandson. I don't think he had any shots, choice of his parents. What problem would measles be to a teen boy?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,"I work in an independent living site, am I required to have a flu shot?
",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"My daughter is 3 months old has an appointment to get her vaccinations done tomorrow and I was wondering where in the North shore Kamloops BC is the building. To take her to?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,"If I received two HPV-4 and one HPV-9, does this offer good protection or should I receive additional shot(s) of HPV-9?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"My husband and I are both born in 1962 and came through School in BC. Would we have been given 2 doses of the MMR vaccine or do we need a booster now? Titre-test?
",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
26,"Is the HPV vaccine suspended in egg white? My daughter is going to have her grade 6 immunization and has an egg allergy. Thanks.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Hello, I was born in 1965 outside of Canada. I am planning to travel to where there is a measles outbreak. Would you recommend I get vaccinated? Thanks 
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,"My husband has an appt to have two flu shots from our family doctor: one regular flu shot and one high dose shot. This seems odd. Is it not too much??
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"What vaccines do you recommend for female sex workers?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"my 24 year old son had a hep A initial shot 8 years ago, but did not get the booster. does he need to get the initial shot again?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Does the BC government provide coverage for the TdaP vaccine for pregnant women at 28 wks gestational age? To help protect newborn babies from pertussis before their 1st vaccine
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,"What are dates for Salmon Arm flu immunization clinics.? 2018
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"can a child who has been immunized for chicken pox, still develop it? and, if so, would it present the same way or would it potentially be a variation of the typical presentation?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Hi We have recently moved to Canada from India on a work permit and I have two kids, 7 months and 3.8 years old. I wish to check how we can babie's vaccination done, has one due
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"is malaria a risk in Kerala, India and if so is Malarone effective?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,"is it possible to get the flu vaccine by middle of sept 2018
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,"Is it okay to do TB test on the same day of second dose of varicella?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,"I have my child health passport. In the basic schedule and record of immunization, Hep B is listed but not Hep A. Does that mean that my child didn't get the Hep A vaccine?
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"What is the dates for Flu shot clinic in Princeton, BC
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"If my child is one of the 0.4 to 1.8 reports per 1,000,000 doses of vaccine distributed in Canada who get anaphylaxis, how do I explain to his mother it was worth it?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,"Is the Pneumonia vaccine available all year round in BC?
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,"Why aren't my Grade 6 immunizations on my immunization record? Would my school have a record of it?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Hello. I would like my child to be immunized but I do not like the lack of choice that we have regarding brands of vaccines. Can we bring different brands of vaccines in?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,"Can you get the flu shot just a few days after getting a tattoo?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"how do we know if we had measles?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,"I don't have my son's updated or correct record of immunization from India, should I get him vaccinated for Hep B again? It is likely that he had Hep B vaccination done but as we changed the family doctor, they never transferred details. He is in Vancouver and Gr.6. since May 2015.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,"Had gamma goblin shot 1965 for measles should i get booster
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,"next flu shot in comox
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"are immunizations free in BC?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"are there any classes parents can take about immunizations for thier children?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"Where can I get a Pap test in Osoyoos? Do I need to be referred by a doctor?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"What is the elegebility criteria for an Alberta to get the flu shot in BC?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,"What is the current maximum age to receive the hpv vaccines as of today's date without needing to pay out of pocket for the vaccine.
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Where and when can I get a anti-shingles vaccine in Ucluelet or Tofino?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55,"Birth May1991 Immu record shows:2/4/6 month DPT&OPV Mar/92 Hibtiter 1, 1 year-MMR&#2 Hibtiter,18mon #3 Hib,19mo. DPT/OPV Jun/96 school dpT/opv. Measles/rubella given by health unit at school May 25/96 was #2 Mumps included in this vac? Men/DPT in 2006. Anything missing?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,"If I already had the flu shot, why am I still getting the flu?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"How long should one wait after having shingles to get the shingles vaccine?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,"how do i get the immunization record? I'm in Korea with my baby. Baby should get second immunization in Korea. Hospital needs the name of the manufacturer's vaccine. 1 Rotavirus : rotateq(MSD) or rotarix(GSK) 2 Pneumococcal conjugate: Prevenar®13(Pfizer) or synflorix(gsk) 3 dtap sanofi or gsk
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Our MSP will not be activated until our son is 6.5 months old, but he needs some vaccines at 4 & 6 months, is he eligible for the free public vaccines before his MSP is activated?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"Do i need a prescription for Hep A vaccination?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"my 11 year old daughter received immunizations forms for grade 6, she was vaccinated for hep b nov 3 2003, jan 19 2004, and nov 23 2004. does she need a booster shot for grade 6?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,"Last time i got a vaccine for flu(vaxigrip) and pneumococal was march 01, 2013. Am I scheduled for another vaccine?
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"How do I get a copy of my child's vaccines from school-grade 6?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Do I need a prescription for Twinrix (Hep A and B) vaccine?
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Hello, I am inquiring about influenzas vaccines schedule for 2019, BC Kamloops. Had it already scheduled? Do I need to book appointment?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Where can I get a flu shot?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,"I travel to Hong Kong in 2 weeks time. Should I take the flu shot here in BC or should I get the flu shot in Hong Kong?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Would a face mask from a health centre help to prevent someone from catching and transmitting measles if they can't/won't get vaccinated?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,"How often can I get the Shingrix vaccination
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,"TB vaccinations for 2 adults and 2 children.Is there a price or low income families? If so what is required to prove low income as well as income tax records? We are from Pakistan and have visitors from Pakistan from time to time.Renowned Stephen Lewis says the rising TB death rate is preventable.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
71,"what year did BC start including vaccine against chicken pox in regular immunization?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"My wife has had her first Shingrix vaccination but is having difficulty getting her second as there appears to be a shortage of the vaccine. How do we find the vaccine?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,"Can a pharmacist prescribe Twinrix in BC?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
74,"I received a single Zostavax shot about 5 years ago. Should I now get a Shingrix shot(s) so that my coverage is closer to 90%.
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
75,"My son was born in BC and attended school there from K to grade 2. We now live in AB and his school requires the school immunization record. How do I obtain this? I have the birth to school record from his doctor
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,"What is the cost for an HPV9 vaccine as a 19 year old male?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"Where do I find my immunization history if I took all my immunizations at Kitsilano Secondary School?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"I was born in 1941. Do I need a measles shot.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
79,"Who pays for the vaccinations?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"My daughter was immunized in gr 9 for meningitis & is applying to University. One of the requirements is that she be vaccinated for bacterial meningitis Does this need to be redone
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,"I have the rotavirus vaccine at home to give my little one, first dose, she is 20 weeks today. She has RSV, still coughing, but no fever. Should I give it?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
82,"vaccine is a small amount of weak germ. so my thinking is antibody production against vaccine will weak and small amount. is it true?
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"how to make a 7-valent (PCV-7)
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,"Hello, I went to a BC secondary school from 1999 - 2004. Do you know if students from that cohort are up to date with measles vaccines? Thanks,
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,"Hello my daughter has a 18 month immunization tomorrow she taking antibiotics it's ok to do the vaccine
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Where can I go and what does it cost to get the three vaccinations against HPV if I am a heterosexual male BC resident under 29 years of age?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"Is the TB test covered by FNIHB if I am a registered status First Nations Canadian
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
88,"What vaccinations were required in the mid 1960`s to emigrate to Australia from UK
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"How often should a person living in residential care 65+ yrs old get the pneumovax?
",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,"Can my child get the MMR or MMRV booster before they enter kindergarten? They are now 22 months old, and had the initial MMR vaccine on time.
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,"I was born in Victoria, BC in 1954 and received my childhood vaccinations while we were living there up until age 6. How can I obtain records for chickenpox and MMR or any other vaccinations I received. I have been living in Ontario since 1966.
",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,"We are traveling on the day she is supposed to get 12 month immunized. Should we go in 1 day early or 7 days late?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"Is it safe to have a flu shot if one had a recent (two months ago) heart attack? Currently taking many mandatory pills daily after the insertion of stent.
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"I'm going to the UK for 6 weeks 6 says before my child's 6 month vaccine is due - can he have it early?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"My son will be almost 9months when we travel. Is it possible for him to get his first MMR dose before we leave the country?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
96,"Does MSP cover the cost of Prevnar 13 for seniors over 65?
",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
97,"Hello, I need to submit an immunization record to my school, and it seems like some of antibodies I have are weak, so I was wondering where I could get vaccinated. Thank you!
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"Hi am I suppose to get notify by Fraser Health BC if My child in missing any immunization? Thank you.
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"My mother can't get vaccines. I am about to give birth. Should I limit her contact with the new baby? What is recommned in situations like this?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"should a 92-year-old person living in an assisted living residence wait for the high dose flu shot to arrive in Vancouver, or just get the regular flu shot now?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"With the mumps epidemic going around, I was wondering if my daughters born in 1998- and 2000 have the correct vaccines to protect them?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,"My child missed pentavalent - 2 n now has come for pentavalent-3 (3 and half months) what shall I do now
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Is there any danger of tetanus and diphtheria vaccine on cephalosporin allergic patient???
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,"Hello, I am a student at the Okanagan College and they need an immunization record signed by a Health care provider. Can I go to the Health unit for this? I have gathered all the immunization proofs. Thank you!
",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"My children went to school in Vancouver Island area in the 1990's . Is it possible to find out what vaccinations they would have received in school? Thanks
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Can the HPV vaccine affect fertility later in life
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,"Does Shoppers Drug at Saanichton have the flu vaccine for sure?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"I'm looking to fulfill a tDAP prescription (for pregnancy) but have been to 4 different dispensaries and none carry / are able to order for me. Suggestions on where to acquire?
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
109,"Hello, I am hoping to get an immunization record for myself. Is this something that you are able to help me with?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Why does a 2 month old baby need tetanus and hep B in the preliminary immunization shot? My grand daughter asked me and I don't know the answer.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"earlier allowed date take 4 months vaccine
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"Will there be a drop in clinic in Parksville this year
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Hello, Just wondering how I would go about getting my immunization records for shots done at school? Thanks!
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,"Where can I get the Bexserro (Meningitus B) vaccine for my 7 mth old. I understand I have to pay for it. Also, how many doses of the vaccine will he need? He has had one at 5 mths.
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"What to do if the second booster of Hepatitis a booster is missed for a child?
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Good day, Could you please provide me the references of the studies that shows that people who got vaccinated and exposed to the disease did not in fact get the disease.
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Hi- I don't remember if I was vaccinated for hep a and b? Is it safe just to get them if there is a possibility I might been vaccinated 10 years+ ago? 
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
118,"I have been vaccinated a few years ago and now I need records of it will I be able to find it online
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Should the shingles vaccine be given to an adult who has NOT had the chickenpox OR would the chickenpox vaccine be the vaccine to have for an adult who has not had chickenpox ?
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,"Hi, My daughter (grade 9ï¼‰has had 4 combined vaccines of Diphtheria, pertussisand Tetanus .The last shot was in her 7 years old.(before coming to Canadaï¼‰.Does she need get further vaccine of Diphtheria, pertussisand Tetanu? She got a form of 'consent for Grade 9 immunization' from school.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
121,"My son is vaccinated in India before 4 yrs n now he is 4, recently he had PCV n manenginitis shot here in Canada. I had his full vaccination chart till date want to know further.
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"Hi there, I would like to know if I had already take the HPV vaccine from before. Is there anyway you can find my history in the record?
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"Recently moved from UK and no MSP. Can I still receive publicly funded vaccines in BC for free?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,"my Sons came from the uk one year ago and I don't have any previous immunisation records for them because our previous family doctor wouldn't provide them to us. Do I need them?
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"Hi, I work as a temp at a medical office and do not have my Hep B shots. I was not vaccinated as a child, and am born before 1980. Where would I go to get them free of cost?
",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"I've heard that new studies are coming out stating the HPV vaccine may affect fertility in the future is this correct?
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
127,"Has a link been established between influenza vaccinations & increased cases of ITPurpura, especially in elderly people?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"My daughter was born in 1997. Would she have been given both doses on the measles vaccine?
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129,"Is there any problem if one week delay in taking vaccination at two and half months of age?
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"I am 4 months pregnant. Is it dangerous/risky to be around unvaccinated children?
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,"Hello, I am inquiring on who is legally allowed to administer vaccine's, specifically, the flu shot? Is a company allowed to hire a nurse to give the vaccine to our employees?
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"My immunization records are missing . I am going to be a nurse. I also now live in Alberta. Where and how do I get re-immunized ? And how long does it take? Costs ? Etc. Thank you I'm advance
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
